,Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
27587,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-19,47570,1443804,33698
27588,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-20,47857,1450747,34141
27589,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-21,46671,1457755,34561
27590,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-22,44455,1464448,34908
27591,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-23,43971,1470879,35253
27592,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-24,30745,1475445,35363
27593,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-25,19736,1478119,35401
27594,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-26,42046,1482722,35665
27595,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-27,46671,1489512,36054
27596,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-28,46873,1496665,36443
27597,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-29,327863,1502810,36780
27598,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-30,0,1508674,37082
27599,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-01-31,32020,1513385,37180
27600,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-01,21372,1515889,37222
27601,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-02,41614,1520215,37476
27602,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-03,46604,1527016,37897
27603,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-04,43574,1533511,38344
27604,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-05,41198,1539564,38712
27605,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-06,43656,1545530,38994
27606,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-07,31005,1550255,39087
27607,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-08,20821,1552686,39132
27608,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-09,42957,1556685,39360
27609,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-10,51599,1563645,39721
27610,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-11,51196,1570658,40177
27611,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-12,48248,1577036,40424
27612,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-13,48994,1583621,40709
27613,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-14,34130,1588955,40807
27614,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-15,22360,1591497,40832
27615,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-16,45741,1596673,41028
27616,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-17,54268,1605372,41308
27617,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-18,53559,1614446,41582
27618,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-19,49069,1623218,41823
27619,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-20,50035,1631727,42077
27620,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-21,37055,1638767,42171
27621,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-22,24708,1642658,42188
27622,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-23,41508,1648962,42436
27623,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-24,61168,1661109,42808
27624,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-25,56873,1673252,43094
27625,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-26,42666,1684788,43353
27626,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-27,28459,1696885,43656
27627,Poland,Europe,51.92,19.15,9,6.62,2.29,15692.5,37975841,41,18,2021-02-28,14252,1706986,43769
27628,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-02,45,2,41034
27629,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-03,61,2,38298
27630,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-04,40,5,35562
27631,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-05,80,8,32827
27632,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-06,81,13,30092
27633,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-07,79,20,27356
27634,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-08,84,30,24620
27635,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-09,175,30,21885
27636,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-10,306,41,19150
27637,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-11,580,59,16414
27638,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-12,938,59,13678
27639,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-13,1551,112,10943
27640,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-14,1253,169,8208
27641,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-15,951,245,5472
27642,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-16,1683,331,2736
27643,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-17,2304,448,1
27644,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-18,2465,448,2
27645,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-19,2498,785,3
27646,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-20,3215,1020,6
27647,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-21,2516,1280,12
27648,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-22,2109,1600,14
27649,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-23,4181,2060,23
27650,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-24,5027,2362,33
27651,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-25,5319,2995,43
27652,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-26,6694,3544,60
27653,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-27,7913,4268,76
27654,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-28,6893,5170,100
27655,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-29,5032,5962,119
27656,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-30,7986,6408,140
27657,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-03-31,7962,7443,160
27658,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-01,8650,8251,187
27659,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-02,9299,9034,209
27660,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-03,9479,9886,246
27661,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-04,9158,10524,266
27662,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-05,6716,11278,295
27663,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-06,9369,11730,311
27664,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-07,10623,12442,345
27665,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-08,11691,13141,380
27666,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-09,12209,13956,409
27667,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-10,10216,15472,435
27668,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-11,9121,15987,470
27669,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-12,5210,16585,504
27670,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-13,8944,16934,535
27671,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-14,11920,17448,567
27672,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-15,13649,18091,599
27673,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-16,13474,18841,629
27674,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-17,14720,19022,657
27675,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-18,12795,19685,687
27676,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-19,9502,20206,714
27677,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-20,11089,20863,735
27678,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-21,14930,21379,762
27679,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-22,15531,21982,785
27680,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-23,15183,22353,820
27681,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-24,14817,22797,854
27682,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-25,13446,23392,880
27683,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-26,8241,23864,903
27684,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-27,12207,24027,928
27685,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-28,15516,24322,948
27686,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-29,14774,24505,973
27687,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-04-30,16438,25045,989
27688,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-01,12673,25351,1007
27689,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-02,10583,25190,1023
27690,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-03,8440,25282,1043
27691,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-04,11889,25524,1063
27692,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-05,16157,25702,1074
27693,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-06,15774,26182,1089
27694,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-07,16033,26715,1105
27695,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-08,15428,27268,1114
27696,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-09,13522,27406,1126
27697,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-10,7507,27581,1135
27698,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-11,12737,27679,1144
27699,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-12,16644,27913,1163
27700,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-13,18215,28132,1175
27701,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-14,18329,28319,1184
27702,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-15,20598,28583,1190
27703,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-16,15994,28810,1203
27704,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-17,8970,29036,1218
27705,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-18,12108,29209,1231
27706,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-19,16195,29432,1247
27707,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-20,15442,29660,1263
27708,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-21,15346,29912,1277
27709,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-22,15184,30200,1289
27710,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-23,10783,30471,1302
27711,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-24,5814,30623,1316
27712,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-25,11930,30788,1330
27713,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-26,15105,31007,1342
27714,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-27,17221,31292,1356
27715,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-28,16963,31596,1369
27716,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-29,16135,31946,1383
27717,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-30,12650,32203,1396
27718,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-05-31,6547,32500,1410
27719,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-01,11635,32700,1424
27720,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-02,15640,32895,1436
27721,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-03,17230,33261,1447
27722,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-04,17207,33592,1455
27723,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-05,15309,33969,1465
27724,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-06,11436,34351,1474
27725,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-07,6614,34693,1479
27726,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-08,11210,34885,1485
27727,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-09,13521,35306,1492
27728,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-10,7708,35600,1497
27729,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-11,4764,35910,1504
27730,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-12,10913,36180,1505
27731,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-13,7973,36463,1512
27732,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-14,4754,36690,1517
27733,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-15,11243,37036,1520
27734,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-16,14765,37336,1522
27735,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-17,15067,37672,1523
27736,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-18,13691,38089,1524
27737,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-19,14713,38464,1527
27738,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-20,9036,38841,1528
27739,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-21,6645,39133,1530
27740,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-22,12026,39392,1534
27741,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-23,15884,39737,1540
27742,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-24,13925,40104,1543
27743,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-25,13579,40415,1549
27744,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-26,15766,40866,1555
27745,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-27,10352,41189,1561
27746,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-28,6353,41646,1564
27747,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-29,12541,41912,1568
27748,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-06-30,15905,42141,1576
27749,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-01,16456,42454,1579
27750,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-02,15535,42782,1587
27751,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-03,14912,43156,1598
27752,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-04,12895,43569,1605
27753,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-05,7044,43897,1614
27754,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-06,12207,44129,1620
27755,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-07,16690,44416,1629
27756,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-08,17180,44859,1631
27757,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-09,15258,45277,1644
27758,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-10,15807,45679,1646
27759,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-11,12236,46221,1654
27760,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-12,6630,46512,1660
27761,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-13,13179,46818,1662
27762,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-14,18244,47051,1668
27763,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-15,16174,47426,1676
27764,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-16,15671,47765,1679
27765,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-17,16066,48077,1682
27766,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-18,12522,48390,1684
27767,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-19,7536,48636,1689
27768,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-20,13662,48771,1691
27769,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-21,17212,48898,1697
27770,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-22,15747,49150,1702
27771,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-23,15759,49379,1705
27772,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-24,15246,49692,1712
27773,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-25,11835,49955,1716
27774,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-26,6422,50164,1717
27775,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-27,13333,50299,1719
27776,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-28,16955,50410,1722
27777,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-29,16712,50613,1725
27778,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-30,14738,50868,1727
27779,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-07-31,15411,51072,1735
27780,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-01,12150,51310,1737
27781,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-02,7120,51463,1738
27782,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-03,14320,51569,1738
27783,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-04,17290,51681,1739
27784,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-05,17160,51848,1740
27785,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-06,14573,52061,1743
27786,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-07,14943,52351,1746
27787,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-08,10798,52537,1750
27788,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-09,8381,52668,1756
27789,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-10,13077,52825,1759
27790,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-11,17112,52945,1761
27791,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-12,16338,53223,1764
27792,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-13,14785,53548,1770
27793,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-14,16313,53783,1772
27794,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-15,10622,53981,1775
27795,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-16,8020,54102,1778
27796,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-17,14362,54234,1779
27797,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-18,18542,54448,1784
27798,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-19,16820,54701,1786
27799,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-20,14344,54992,1788
27800,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-21,14822,55211,1792
27801,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-22,11502,55452,1794
27802,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-23,8414,55597,1796
27803,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-24,13896,55720,1801
27804,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-25,17940,55912,1805
27805,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-26,16369,56274,1807
27806,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-27,14997,56673,1809
27807,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-28,16652,57074,1815
27808,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-29,12050,57448,1818
27809,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-30,8262,57768,1819
27810,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-08-31,15660,58012,1822
27811,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-01,18945,58243,1824
27812,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-02,18129,58633,1827
27813,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-03,17163,59051,1829
27814,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-04,17461,59457,1833
27815,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-05,13923,59943,1838
27816,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-06,9490,60258,1840
27817,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-07,15682,60507,1843
27818,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-08,21103,60895,1846
27819,Portugal,Europe,39.4,-8.22,15,3.39,4.43,23252.1,10293718,46,22,2020-09-09,21724,61541,1849
